Scenario,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.0444,0.1723,0.474,-0.4452,0.178,0.0391,-0.2883,1200.0
Anomalia,0.0371,0.1721,0.474,-0.4452,0.1761,0.1257,-0.2391,5280.0
Anomalia,0.0334,0.1737,0.474,-0.4452,0.1769,0.1115,-0.3554,5280.0
Anomalia,0.0469,0.1533,0.474,-0.3123,0.1603,0.1373,-0.3367,960.0
Anomalia,0.0207,0.1303,0.3599,-0.3123,0.132,0.2302,-0.2617,3360.0
Anomalia,0.0264,0.1082,0.261,-0.2424,0.1113,0.1096,-0.5718,3360.0
Anomalia,0.0327,0.1039,0.261,-0.1919,0.1089,0.0497,-0.6826,4080.0
Anomalia,0.0285,0.0981,0.2464,-0.1919,0.1022,-0.0724,-0.6629,4080.0
Anomalia,0.0438,0.0817,0.2464,-0.1859,0.0927,-0.1727,-0.0726,3840.0
Anomalia,0.0379,0.0834,0.2464,-0.1859,0.0916,-0.258,-0.0999,3840.0
Anomalia,0.0307,0.0783,0.2608,-0.2122,0.0841,-0.2985,0.3487,8400.0
Anomalia,0.0289,0.101,0.3202,-0.2122,0.105,-0.0169,0.1389,4080.0
Anomalia,0.0204,0.1664,0.5286,-0.5211,0.1676,0.0092,0.9319,4080.0
Anomalia,0.0451,0.2047,0.5666,-0.5211,0.2096,0.029,-0.1431,3120.0
Anomalia,0.0455,0.2382,0.571,-0.5211,0.2425,0.0982,-0.7271,3120.0
Anomalia,0.0475,0.2508,0.571,-0.5211,0.2552,-0.0242,-0.7685,2880.0
Anomalia,0.0555,0.229,0.571,-0.495,0.2357,-0.04,-0.465,2880.0
Anomalia,0.0126,0.2114,0.571,-0.495,0.2118,0.2306,-0.1929,2880.0
Anomalia,0.0288,0.1885,0.4483,-0.495,0.1907,-0.1828,-0.1569,2880.0
Anomalia,0.0193,0.1725,0.4483,-0.4235,0.1736,0.0439,-0.3852,2880.0
Anomalia,0.0186,0.1591,0.3743,-0.3175,0.1602,0.0272,-0.6347,2880.0
Anomalia,0.0489,0.1379,0.3743,-0.3175,0.1463,-0.2937,-0.0129,2880.0
Anomalia,0.0332,0.1406,0.3294,-0.3108,0.1445,-0.4899,-0.3206,1200.0
Anomalia,0.0453,0.1576,0.383,-0.5785,0.164,-0.8673,1.4787,960.0
Anomalia,0.0564,0.1874,0.5549,-0.5785,0.1957,-0.3312,0.6304,1920.0
Anomalia,0.0169,0.2298,0.5549,-0.6943,0.2304,-0.447,0.178,1920.0
Anomalia,0.0352,0.2376,0.5549,-0.6943,0.2401,-0.4546,0.1389,3360.0
Anomalia,0.029,0.2249,0.5549,-0.6943,0.2267,-0.3494,0.2056,3360.0
Anomalia,0.0166,0.2129,0.4919,-0.6943,0.2136,-0.4106,0.4706,3360.0
Anomalia,0.0534,0.1865,0.4919,-0.3747,0.194,0.1029,-0.4272,3360.0
Anomalia,0.0321,0.1739,0.4919,-0.3434,0.1768,0.2393,-0.1494,3360.0
Anomalia,0.0297,0.1726,0.4919,-0.3434,0.1752,0.4394,-0.0643,4080.0
Anomalia,0.0431,0.1572,0.4485,-0.3434,0.163,0.2122,-0.3657,4080.0
Anomalia,0.0323,0.147,0.387,-0.3582,0.1505,0.0214,-0.3051,2880.0
Anomalia,0.0351,0.1301,0.387,-0.3582,0.1348,0.06,-0.2262,2880.0
Anomalia,0.0453,0.12,0.3127,-0.3582,0.1283,-0.2628,0.0044,480.0
Anomalia,0.0187,0.1169,0.267,-0.3582,0.1184,-0.3491,-0.0881,3120.0
Anomalia,0.0317,0.1079,0.4049,-0.2691,0.1125,0.0668,0.2649,480.0
Anomalia,0.0425,0.1219,0.4049,-0.2691,0.1291,0.3753,0.3702,3360.0
Anomalia,0.0272,0.1299,0.4049,-0.2731,0.1327,0.3647,0.3691,3360.0
Anomalia,0.0413,0.1275,0.4049,-0.2731,0.134,0.3364,0.1129,3360.0
Anomalia,0.028,0.1342,0.4045,-0.2747,0.1371,0.1331,-0.1588,960.0
Anomalia,0.0154,0.1461,0.3736,-0.4233,0.1469,-0.2473,-0.2303,960.0
Anomalia,0.0473,0.171,0.4556,-0.4387,0.1774,-0.1139,0.0679,4080.0
Anomalia,0.0348,0.1941,0.4719,-0.4387,0.1972,-0.1603,-0.1481,3840.0
Anomalia,0.0482,0.1954,0.4719,-0.4387,0.2013,-0.2771,-0.1645,960.0
Anomalia,0.0511,0.1925,0.4719,-0.4387,0.1992,-0.3114,-0.0274,3360.0
Anomalia,0.0167,0.1746,0.4719,-0.4281,0.1754,-0.3084,-0.1891,3360.0
Anomalia,0.034,0.1567,0.3313,-0.3997,0.1603,-0.3321,-0.5232,1200.0
Anomalia,0.0184,0.1684,0.4825,-0.3997,0.1694,0.0867,-0.3254,960.0
Anomalia,0.0293,0.157,0.4825,-0.3056,0.1597,0.1033,-0.4478,3360.0
Anomalia,0.0428,0.154,0.4825,-0.3056,0.1598,0.0728,-0.3236,3360.0
Anomalia,0.0343,0.1502,0.4825,-0.3056,0.154,0.1575,-0.0964,3360.0
Anomalia,0.0304,0.1419,0.3348,-0.372,0.1451,-0.5485,0.0286,3360.0
Anomalia,0.0295,0.1995,0.799,-0.6953,0.2017,0.2156,3.1211,3360.0
Anomalia,0.0344,0.2788,0.8432,-0.8751,0.2809,0.2158,1.2716,720.0
Anomalia,0.027,0.3199,0.8432,-0.8751,0.321,0.1199,0.1759,3360.0
Anomalia,0.0441,0.3491,0.8432,-0.8751,0.3518,0.024,-0.4578,3360.0
Anomalia,0.0302,0.3367,0.8432,-0.8751,0.338,0.0476,-0.5851,3360.0
Anomalia,0.0347,0.2871,0.708,-0.7485,0.2892,-0.0367,-0.5699,3360.0
Anomalia,0.033,0.2536,0.6603,-0.538,0.2557,-0.0513,-0.3714,3360.0
Anomalia,0.0314,0.227,0.6325,-0.538,0.2291,-0.0278,-0.126,3360.0
Anomalia,0.0292,0.2169,0.6325,-0.538,0.2189,0.0975,0.1265,3360.0
Anomalia,0.0243,0.2143,0.6325,-0.538,0.2157,-0.1231,-0.0936,3120.0
Anomalia,0.0393,0.2177,0.6325,-0.4729,0.2212,-0.019,-0.5543,4080.0
Anomalia,0.0293,0.2002,0.4686,-0.4729,0.2023,-0.126,-0.6035,4080.0
Anomalia,0.0373,0.1795,0.4239,-0.4729,0.1833,-0.3183,-0.0776,2880.0
Anomalia,0.0159,0.1932,0.6471,-0.4832,0.1938,0.08,0.3133,3840.0
Anomalia,0.0304,0.1998,0.6471,-0.4832,0.2021,0.1006,0.4062,3840.0
Anomalia,0.0271,0.1993,0.6471,-0.4832,0.2011,0.1164,0.4114,4080.0
Anomalia,0.0375,0.2086,0.6471,-0.4832,0.2119,0.0513,0.0599,3360.0
Anomalia,0.0471,0.1728,0.5184,-0.4631,0.1791,-0.0155,0.3582,480.0
Anomalia,0.0234,0.1395,0.4471,-0.3252,0.1415,0.0232,0.1746,4560.0
Anomalia,0.032,0.119,0.4471,-0.296,0.1232,0.4263,0.8677,960.0
Anomalia,0.0199,0.0946,0.3081,-0.2013,0.0967,0.184,0.08,2880.0
Anomalia,0.0376,0.0921,0.3081,-0.2013,0.0995,0.2497,0.6522,3120.0
Anomalia,0.0339,0.0868,0.3048,-0.2067,0.0932,0.0187,1.0051,3840.0
Anomalia,0.0345,0.0933,0.2712,-0.2067,0.0995,-0.165,0.319,960.0
Anomalia,0.0359,0.1072,0.2712,-0.2739,0.113,-0.3846,0.2573,480.0
Anomalia,0.0175,0.1394,0.5128,-0.3847,0.1405,0.0446,1.3808,5040.0
Anomalia,0.0301,0.2003,0.6152,-0.5693,0.2026,0.0576,0.6506,3120.0
Anomalia,0.0344,0.2302,0.6181,-0.5693,0.2327,0.1512,0.0835,3120.0
Anomalia,0.0239,0.2607,0.6181,-0.5693,0.2618,0.2189,-0.463,3120.0
Anomalia,0.046,0.2633,0.6181,-0.5693,0.2672,0.0428,-0.5901,2880.0
Anomalia,0.0343,0.2429,0.6181,-0.4385,0.2453,0.1679,-0.5081,2880.0
Anomalia,0.0263,0.2197,0.5432,-0.4385,0.2213,0.1359,-0.3905,2880.0
Anomalia,0.0502,0.2012,0.5071,-0.359,0.2074,-0.0389,-0.5915,2880.0
Anomalia,0.0169,0.2087,0.4886,-0.406,0.2094,0.1374,-0.7852,2880.0
Anomalia,0.0403,0.1882,0.4886,-0.406,0.1925,-0.1156,-0.5307,480.0
Anomalia,0.0317,0.1861,0.4886,-0.406,0.1888,-0.0251,-0.4952,480.0
Anomalia,0.0221,0.1679,0.4886,-0.406,0.1693,-0.1175,-0.2588,480.0
Anomalia,0.0418,0.1494,0.5551,-0.3701,0.1552,0.0425,0.6749,4080.0
Anomalia,0.0217,0.1797,0.5551,-0.4567,0.181,0.0007,0.2054,1920.0
Anomalia,0.0257,0.2134,0.5551,-0.4817,0.2149,-0.2685,-0.2555,4320.0
Anomalia,0.0332,0.2254,0.5551,-0.4817,0.2278,-0.0891,-0.3766,5280.0
Anomalia,0.0241,0.218,0.523,-0.4817,0.2194,-0.1048,-0.4568,5280.0
Anomalia,0.0396,0.195,0.523,-0.4817,0.199,-0.1476,0.0495,480.0
Anomalia,0.0445,0.1542,0.523,-0.2941,0.1604,0.4312,0.2813,480.0
Anomalia,0.023,0.1434,0.3722,-0.3037,0.1452,-0.0334,-0.2967,4080.0
Anomalia,0.0306,0.1605,0.4281,-0.3355,0.1634,0.0412,-0.1943,4080.0
Anomalia,0.0287,0.1565,0.4281,-0.3355,0.1591,-0.0682,-0.1895,4080.0
Anomalia,0.0296,0.1588,0.4281,-0.3355,0.1615,-0.0172,-0.2915,1200.0
Anomalia,0.0449,0.1421,0.4281,-0.3355,0.1491,-0.0407,0.0929,1200.0
Anomalia,0.0382,0.1101,0.3023,-0.2359,0.1165,-0.1537,-0.3707,960.0
Anomalia,0.0298,0.1103,0.3096,-0.2359,0.1143,0.0507,-0.2626,960.0
Anomalia,0.0373,0.1108,0.3624,-0.2359,0.1169,0.2236,-0.1324,960.0
Anomalia,0.0304,0.1089,0.3624,-0.2359,0.113,0.3667,0.097,960.0
Anomalia,0.0412,0.1081,0.3624,-0.238,0.1157,0.4201,-0.0396,960.0
Anomalia,0.0283,0.1124,0.3624,-0.3081,0.1159,0.1501,0.2019,960.0
Anomalia,0.0198,0.1112,0.3094,-0.3081,0.113,-0.1718,0.2464,960.0
Anomalia,0.0255,0.1318,0.4508,-0.3832,0.1342,-0.0358,0.7383,960.0
Anomalia,0.0136,0.1917,0.5293,-0.571,0.1922,-0.1399,0.9398,3120.0
Anomalia,0.0413,0.1994,0.5293,-0.571,0.2036,-0.3156,0.6579,3120.0
Anomalia,0.0357,0.2104,0.5293,-0.571,0.2134,-0.2308,0.1301,2880.0
Anomalia,0.037,0.2033,0.5293,-0.571,0.2066,-0.2984,0.2862,2880.0
Anomalia,0.049,0.1518,0.3878,-0.3459,0.1595,-0.0167,-0.4445,960.0
Anomalia,0.0258,0.1543,0.4905,-0.3459,0.1564,0.3577,0.0842,960.0
Anomalia,0.0434,0.1467,0.4905,-0.2476,0.153,0.3951,0.083,960.0
Anomalia,0.0355,0.152,0.4905,-0.3102,0.1561,0.3071,0.0767,5040.0
Anomalia,0.0272,0.1567,0.4905,-0.3102,0.1591,0.401,0.1908,3360.0
Anomalia,0.0425,0.1439,0.4387,-0.3102,0.1501,0.1048,-0.0189,3360.0
Anomalia,0.014,0.1578,0.4387,-0.4462,0.1584,-0.2841,0.3163,3360.0
Anomalia,0.0216,0.2103,0.8503,-0.6772,0.2114,0.323,2.5861,3360.0
Anomalia,0.0341,0.2649,0.8503,-0.6788,0.2671,0.2487,1.0682,1920.0
Anomalia,0.021,0.2924,0.8503,-0.7596,0.2932,0.078,0.4328,1920.0
Anomalia,0.0484,0.3051,0.8503,-0.7596,0.3089,-0.0904,0.0697,3360.0
Anomalia,0.0493,0.2769,0.803,-0.7596,0.2812,-0.2014,0.1895,3360.0
Anomalia,0.0277,0.2262,0.5153,-0.7596,0.2279,-0.3779,0.48,3360.0
Anomalia,0.0431,0.1985,0.5153,-0.4963,0.2031,0.0064,-0.0926,3360.0
Anomalia,0.0232,0.1903,0.4777,-0.5021,0.1917,-0.0054,-0.0494,3360.0
Anomalia,0.0172,0.1864,0.4508,-0.5021,0.1872,-0.0947,-0.1528,3360.0
Anomalia,0.0392,0.2013,0.5067,-0.5021,0.205,-0.1713,-0.1976,3120.0
Anomalia,0.0334,0.2046,0.5067,-0.5021,0.2073,-0.2419,-0.279,2640.0
Anomalia,0.0414,0.176,0.5067,-0.4204,0.1809,-0.1933,0.0768,4320.0
Anomalia,0.0446,0.1697,0.5067,-0.4204,0.1755,-0.2385,0.1301,4080.0
Anomalia,0.0248,0.1779,0.5968,-0.4542,0.1796,-0.1115,0.2157,2880.0
Anomalia,0.0267,0.193,0.6048,-0.4542,0.1948,0.2529,0.4394,5040.0
Anomalia,0.0345,0.2143,0.6104,-0.4542,0.2171,0.3915,0.0244,3360.0
Anomalia,0.0272,0.2149,0.6104,-0.4542,0.2166,0.4619,0.0615,3360.0
Anomalia,0.0427,0.1932,0.6104,-0.3461,0.1979,0.5051,0.2377,3360.0
Anomalia,0.027,0.1662,0.6104,-0.3186,0.1684,0.6314,0.6154,3360.0
Anomalia,0.0197,0.1357,0.3667,-0.2489,0.1371,0.2599,-0.4987,3360.0
Anomalia,0.0398,0.1265,0.3667,-0.2489,0.1326,0.0431,-0.4231,3360.0
Anomalia,0.0221,0.1112,0.3225,-0.2457,0.1134,0.1031,-0.4715,5280.0
Anomalia,0.0472,0.098,0.2522,-0.1761,0.1088,-0.3142,-0.5307,5280.0
Anomalia,0.0441,0.094,0.2522,-0.1558,0.1038,-0.1237,-0.6752,480.0
Anomalia,0.0221,0.1008,0.2537,-0.2015,0.1032,0.0183,-0.6403,960.0
Anomalia,0.0524,0.1411,0.5612,-0.3158,0.1505,0.4635,1.1623,240.0
Anomalia,0.0085,0.1813,0.5612,-0.6037,0.1815,-0.0975,1.1323,4080.0
Anomalia,0.038,0.1942,0.5612,-0.6037,0.1979,-0.2719,0.5389,2880.0
Anomalia,0.0297,0.2045,0.5612,-0.6037,0.2066,-0.2485,0.0823,4080.0
Anomalia,0.0166,0.1832,0.3626,-0.6037,0.184,-0.4964,0.3297,480.0
Anomalia,0.0426,0.15,0.3626,-0.3211,0.156,-0.1204,-0.3755,2880.0
Anomalia,0.004,0.2274,0.7675,-0.6888,0.2274,-0.0469,1.6428,2880.0
Anomalia,0.0318,0.3021,0.8585,-1.0454,0.3037,-0.2736,1.7065,5040.0
Anomalia,0.0329,0.3303,0.8585,-1.0454,0.3319,-0.197,0.563,5040.0
Anomalia,0.0344,0.354,0.8585,-1.0454,0.3557,-0.154,-0.1361,5280.0
Anomalia,0.0578,0.3099,0.8585,-1.0454,0.3152,-0.2997,0.7089,5280.0
Anomalia,0.0433,0.2386,0.5701,-0.4373,0.2425,-0.0081,-0.7499,3360.0
Anomalia,0.0218,0.2171,0.5641,-0.4231,0.2182,0.0659,-0.6878,3360.0
Anomalia,0.0244,0.2139,0.4439,-0.6599,0.2153,-0.3375,-0.1655,2640.0
Anomalia,0.0087,0.2223,0.4781,-0.6599,0.2225,-0.2246,-0.3567,5280.0
Anomalia,0.0163,0.2387,0.6609,-0.6599,0.2393,-0.0259,-0.2164,5280.0
Anomalia,0.0396,0.2313,0.6609,-0.6599,0.2347,-0.1213,0.0935,5280.0
Anomalia,0.0304,0.1974,0.6609,-0.4769,0.1997,0.328,0.5451,5280.0
Anomalia,0.0471,0.1739,0.6609,-0.4769,0.1802,0.3733,1.3675,3840.0
Anomalia,0.0264,0.1669,0.49,-0.4986,0.169,-0.2025,0.3531,5280.0
Anomalia,0.0275,0.1734,0.4646,-0.4986,0.1755,-0.1521,0.1449,5280.0
Anomalia,0.0313,0.1792,0.4646,-0.4986,0.182,-0.1363,0.0532,5280.0
Anomalia,0.021,0.1839,0.4646,-0.4986,0.1851,0.0694,-0.1459,5280.0
Anomalia,0.0325,0.1588,0.4646,-0.325,0.1621,0.3807,0.0245,960.0
Anomalia,0.0226,0.1297,0.3932,-0.325,0.1317,0.1666,0.2026,1200.0
Anomalia,0.031,0.1252,0.3743,-0.2366,0.129,0.1909,-0.4702,960.0
Anomalia,0.0334,0.1182,0.3482,-0.2366,0.1229,0.165,-0.0509,960.0
Anomalia,0.0472,0.1163,0.3482,-0.2253,0.1256,0.1953,-0.2945,960.0
Anomalia,0.0383,0.1215,0.3482,-0.2253,0.1274,0.1908,-0.3611,960.0
Anomalia,0.0382,0.1207,0.3482,-0.2453,0.1265,0.0291,-0.2643,960.0
Anomalia,0.0288,0.1256,0.378,-0.2485,0.1289,0.097,-0.269,960.0
Anomalia,0.0144,0.1703,0.4479,-0.5514,0.1709,0.0801,0.6515,960.0
Anomalia,0.0296,0.2397,0.7012,-0.6828,0.2415,-0.0517,0.5229,4080.0
Anomalia,0.0188,0.255,0.7012,-0.6828,0.2557,-0.1181,0.187,2880.0
Anomalia,0.0324,0.256,0.7012,-0.6828,0.2581,-0.2827,0.1593,2880.0
Anomalia,0.0314,0.2398,0.7012,-0.6828,0.2419,-0.3705,0.6276,2880.0
Anomalia,0.0259,0.1816,0.3574,-0.5656,0.1834,-0.7762,0.4385,2880.0
Anomalia,0.0391,0.1594,0.3244,-0.4567,0.1641,-0.5077,-0.0556,960.0
Anomalia,0.0296,0.1593,0.3244,-0.4567,0.162,-0.3505,-0.1206,4080.0
Anomalia,0.0386,0.1505,0.3161,-0.3661,0.1553,-0.2792,-0.4243,4080.0
Anomalia,0.0391,0.134,0.3161,-0.3661,0.1396,-0.1939,-0.2674,4080.0
Anomalia,0.0316,0.123,0.3161,-0.3661,0.127,-0.2516,0.1465,480.0
Anomalia,0.0267,0.1271,0.3751,-0.3661,0.1299,-0.145,0.1868,480.0
Anomalia,0.0219,0.1699,0.7435,-0.4867,0.1713,0.829,3.7502,720.0
Anomalia,0.0186,0.2055,0.7435,-0.5472,0.2064,0.487,1.7982,3120.0
Anomalia,0.0383,0.2334,0.7435,-0.5528,0.2365,0.236,0.3933,3360.0
Anomalia,0.0396,0.2462,0.7435,-0.5528,0.2494,0.1017,0.1795,3360.0
Anomalia,0.0485,0.2272,0.5355,-0.5528,0.2323,-0.1359,-0.1016,3360.0
Anomalia,0.0473,0.2054,0.4813,-0.5528,0.2108,-0.066,-0.1761,3360.0
Anomalia,0.0132,0.1859,0.4813,-0.5065,0.1863,0.0289,0.1557,3360.0
Anomalia,0.019,0.1675,0.4539,-0.3747,0.1686,0.0985,-0.1934,3360.0
Anomalia,0.0169,0.1604,0.3434,-0.3747,0.1613,-0.2665,-0.5751,1200.0
Anomalia,0.0234,0.1571,0.3434,-0.3747,0.1588,-0.331,-0.453,1200.0
Anomalia,0.0497,0.1525,0.3434,-0.3419,0.1604,-0.3108,-0.6558,960.0
Anomalia,0.0391,0.1417,0.3077,-0.3419,0.147,-0.1683,-0.5419,960.0
Anomalia,0.03,0.1251,0.3067,-0.247,0.1286,0.0464,-0.5475,3360.0
Anomalia,0.0331,0.1256,0.4446,-0.2403,0.1299,0.3886,0.0189,2880.0
Anomalia,0.0193,0.1136,0.4446,-0.2395,0.1152,0.5898,0.7157,4080.0
Anomalia,0.0408,0.1305,0.4446,-0.1815,0.1368,0.5239,-0.3077,3360.0
Anomalia,0.0434,0.1311,0.4446,-0.1815,0.1381,0.5247,-0.3267,3360.0
Anomalia,0.0234,0.125,0.3317,-0.238,0.1272,0.3788,-0.3673,3360.0
Anomalia,0.0325,0.1334,0.3317,-0.238,0.1373,0.2883,-0.574,3360.0
Anomalia,0.0165,0.1361,0.3899,-0.335,0.1371,0.1349,-0.3448,3360.0
Anomalia,0.022,0.1504,0.4368,-0.335,0.152,0.2109,-0.3971,3360.0
Anomalia,0.0391,0.1728,0.5505,-0.335,0.1772,0.2637,-0.3994,3360.0
Anomalia,0.028,0.1729,0.5505,-0.335,0.1752,0.4309,-0.3325,3360.0
Anomalia,0.034,0.1655,0.5505,-0.3204,0.1689,0.4106,-0.1491,3360.0
Anomalia,0.03,0.1588,0.5505,-0.3204,0.1616,0.3831,-0.0503,3360.0
Anomalia,0.0198,0.1405,0.3106,-0.3204,0.1419,0.0003,-0.5056,4560.0
Anomalia,0.0315,0.1438,0.3891,-0.3204,0.1472,0.0167,-0.2175,4080.0
Anomalia,0.0322,0.142,0.3891,-0.3179,0.1456,-0.0375,-0.1416,4080.0
Anomalia,0.0337,0.1374,0.3891,-0.3179,0.1414,-0.1298,0.0648,4080.0
Anomalia,0.0479,0.1254,0.3891,-0.3056,0.1342,-0.027,0.3416,4080.0
Anomalia,0.0229,0.1283,0.3321,-0.3386,0.1304,-0.4,0.0337,1440.0
Anomalia,0.0213,0.2188,0.7032,-0.6505,0.2198,0.2102,1.345,2880.0
Anomalia,0.0077,0.2835,0.7654,-0.8783,0.2836,-0.0656,0.7459,3360.0
Anomalia,0.0235,0.334,0.7654,-0.8783,0.3348,-0.0379,-0.2876,3360.0
Anomalia,0.0386,0.3416,0.7654,-0.8783,0.3438,-0.1463,-0.4665,3360.0
Anomalia,0.045,0.3002,0.7654,-0.8783,0.3035,-0.3306,0.2236,3360.0
Anomalia,0.0513,0.251,0.7168,-0.7145,0.2562,-0.1087,0.0557,3360.0
Anomalia,0.0256,0.1956,0.4884,-0.4681,0.1972,-0.1855,-0.5904,3360.0
Anomalia,0.0159,0.2072,0.5111,-0.5293,0.2078,-0.3523,-0.2325,3360.0
Anomalia,0.0178,0.2083,0.5111,-0.5293,0.209,-0.183,0.0134,2880.0
Anomalia,0.0338,0.2098,0.5197,-0.5293,0.2125,-0.1061,0.0445,2880.0
Anomalia,0.0328,0.2085,0.5197,-0.5293,0.2111,-0.0814,-0.0103,2880.0
Anomalia,0.047,0.1735,0.5197,-0.3192,0.1798,0.2666,0.1715,2880.0
Anomalia,0.039,0.1621,0.5197,-0.3192,0.1668,0.1671,0.0851,3120.0
Anomalia,0.018,0.1747,0.3861,-0.5051,0.1757,-0.2427,-0.3889,4800.0
Anomalia,0.0301,0.1756,0.3861,-0.5051,0.1782,-0.2554,-0.3113,3360.0
Anomalia,0.0329,0.1842,0.3861,-0.5051,0.1871,-0.3476,-0.468,5280.0
Anomalia,0.0255,0.1774,0.3861,-0.5051,0.1793,-0.3215,-0.34,5280.0
Anomalia,0.0418,0.1464,0.3544,-0.3692,0.1522,-0.2554,-0.4326,3360.0
Anomalia,0.0185,0.1337,0.29,-0.3692,0.135,-0.1411,-0.6385,960.0
Anomalia,0.0206,0.1227,0.2973,-0.2078,0.1244,0.1475,-0.811,480.0
Anomalia,0.025,0.1244,0.3453,-0.1905,0.1269,0.4295,-0.6131,960.0
Anomalia,0.0168,0.1191,0.3453,-0.1999,0.1203,0.5163,-0.1753,4080.0
Anomalia,0.0369,0.1214,0.3453,-0.1999,0.1269,0.4306,-0.3941,960.0
Anomalia,0.0247,0.1285,0.3453,-0.2633,0.1309,0.391,-0.4405,960.0
Anomalia,0.0313,0.1279,0.3229,-0.2633,0.1317,0.1471,-0.5456,960.0
Anomalia,0.0554,0.1681,0.7043,-0.2633,0.177,0.8645,1.3086,960.0
Anomalia,0.0269,0.2472,0.7043,-0.6936,0.2487,0.0232,0.6153,960.0
Anomalia,0.0498,0.2584,0.7043,-0.6936,0.2631,-0.0727,0.2312,2880.0
Anomalia,0.0261,0.2775,0.7043,-0.6936,0.2787,0.0712,-0.3144,2880.0
Anomalia,0.0084,0.2537,0.6106,-0.6936,0.2538,-0.0444,-0.0124,2880.0
Anomalia,0.0278,0.1792,0.4633,-0.4552,0.1813,0.2234,0.0059,2880.0
Anomalia,0.0057,0.166,0.4396,-0.4552,0.1661,-0.0224,-0.1388,2880.0
Anomalia,0.0257,0.175,0.4829,-0.4742,0.1769,-0.0169,0.126,5040.0
Anomalia,0.0313,0.1969,0.4829,-0.4742,0.1994,-0.0848,-0.4105,5040.0
Anomalia,0.0281,0.1987,0.4829,-0.4742,0.2007,-0.0884,-0.4928,5280.0
Anomalia,0.042,0.1937,0.4829,-0.4742,0.1982,-0.1818,-0.3023,3360.0
Anomalia,0.0256,0.171,0.4193,-0.383,0.1729,-0.2578,-0.4286,3360.0
Anomalia,0.0124,0.1659,0.4091,-0.383,0.1664,-0.2881,-0.4288,3360.0
Anomalia,0.0257,0.1903,0.4663,-0.4339,0.192,-0.1882,-0.3623,2640.0
Anomalia,0.017,0.1989,0.4663,-0.4339,0.1996,-0.0251,-0.4394,3120.0
Anomalia,0.0391,0.1976,0.4663,-0.4339,0.2014,-0.0265,-0.4311,4320.0
Anomalia,0.0525,0.1825,0.4663,-0.4339,0.1899,-0.0039,-0.1865,5280.0
Anomalia,0.0288,0.1615,0.4383,-0.3626,0.164,0.2157,-0.1047,960.0
Anomalia,0.0398,0.1436,0.4279,-0.3386,0.149,-0.0156,-0.0565,4080.0
Anomalia,0.0207,0.1568,0.3949,-0.4143,0.1582,-0.4236,0.1164,960.0
Anomalia,0.0135,0.161,0.4097,-0.4143,0.1616,-0.4257,0.064,2880.0
Anomalia,0.0448,0.1557,0.4097,-0.4143,0.162,-0.697,0.6157,720.0
Anomalia,0.0251,0.1581,0.4097,-0.4143,0.1601,-0.4454,0.2259,720.0
Anomalia,0.0325,0.1262,0.4097,-0.3615,0.1303,-0.0349,0.2016,1680.0
Anomalia,0.0329,0.1098,0.2818,-0.2512,0.1146,0.0758,-0.4242,3360.0
Anomalia,0.0098,0.1035,0.2735,-0.2512,0.104,0.1371,-0.3742,3360.0
Anomalia,0.0304,0.1031,0.3094,-0.193,0.1075,0.2058,-0.3304,480.0
Anomalia,0.0395,0.1066,0.3094,-0.193,0.1136,0.1587,-0.3918,2880.0
Anomalia,0.0272,0.1092,0.3094,-0.2218,0.1125,0.205,-0.3488,2880.0
Anomalia,0.0403,0.1073,0.3094,-0.2218,0.1146,0.0508,-0.3624,2880.0
Anomalia,0.0198,0.1169,0.296,-0.2789,0.1186,0.069,-0.4289,960.0
Anomalia,0.0212,0.1238,0.2985,-0.2789,0.1256,-0.0089,-0.5007,960.0
Anomalia,0.0403,0.1723,0.459,-0.3978,0.1769,-0.0378,-0.2253,3120.0
Anomalia,0.0225,0.1825,0.459,-0.3978,0.1839,0.1259,-0.5436,3120.0
Anomalia,0.045,0.1836,0.459,-0.3978,0.189,0.0591,-0.4379,3120.0
Anomalia,0.0234,0.1964,0.459,-0.3978,0.1978,0.2642,-0.616,2640.0
Anomalia,0.0177,0.1658,0.4393,-0.3271,0.1667,0.3599,-0.3693,2880.0
Anomalia,0.0234,0.1644,0.4393,-0.3271,0.166,0.3069,-0.3868,960.0
Anomalia,0.0054,0.1553,0.4393,-0.3271,0.1554,0.271,-0.4401,960.0
Anomalia,0.0299,0.157,0.4097,-0.2683,0.1598,0.1422,-0.6993,1200.0
Anomalia,0.0314,0.1596,0.4097,-0.3273,0.1627,0.0765,-0.654,1200.0
Anomalia,0.0455,0.1696,0.6008,-0.3273,0.1756,0.5202,0.2827,960.0
Anomalia,0.0578,0.2065,0.7955,-0.4279,0.2144,0.7816,1.289,960.0
Anomalia,0.029,0.2603,0.9432,-0.8931,0.2619,0.3955,2.376,2880.0
Anomalia,0.0182,0.2896,0.9432,-0.8931,0.2902,0.2424,1.2288,1920.0
Anomalia,0.0294,0.3143,0.9432,-0.8931,0.3157,0.0314,0.3936,3360.0
Anomalia,0.0018,0.2977,0.9432,-0.8931,0.2977,-0.0034,0.4846,3360.0
Anomalia,0.0362,0.2587,0.6185,-0.6586,0.2612,-0.2767,-0.2635,3360.0
Anomalia,0.033,0.2183,0.6002,-0.6586,0.2208,-0.0769,0.0734,3360.0
