Scenario,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.0248,0.1438,0.3171,-0.2829,0.1459,-0.0765,-0.9715,2880.0
Anomalia,0.0107,0.1432,0.282,-0.3459,0.1436,-0.2311,-0.836,2880.0
Anomalia,0.0058,0.154,0.282,-0.3459,0.1541,-0.1663,-1.0186,2640.0
Anomalia,0.0081,0.1564,0.3181,-0.3459,0.1566,-0.1091,-0.9489,2640.0
Anomalia,0.0081,0.1433,0.3181,-0.3459,0.1435,-0.1263,-0.5367,2640.0
Anomalia,0.0243,0.1358,0.3181,-0.2691,0.138,0.0213,-0.7899,2640.0
Anomalia,0.0266,0.154,0.3436,-0.3025,0.1563,-0.0498,-0.7318,2400.0
Anomalia,0.0134,0.1697,0.3436,-0.3025,0.1702,-0.0213,-1.056,2640.0
Anomalia,0.0068,0.1812,0.3436,-0.3025,0.1813,0.0141,-1.3365,2640.0
Anomalia,0.0067,0.1726,0.3436,-0.3025,0.1727,-0.0298,-1.206,2640.0
Anomalia,0.0056,0.1603,0.348,-0.3206,0.1604,0.0025,-1.0087,2640.0
Anomalia,0.0122,0.1939,0.4446,-0.3847,0.1942,0.0428,-0.639,2640.0
Anomalia,0.027,0.1944,0.4446,-0.3847,0.1963,-0.0397,-0.5759,2640.0
Anomalia,0.0074,0.1907,0.4446,-0.3847,0.1909,0.2164,-0.3755,2640.0
Anomalia,0.0109,0.1773,0.4446,-0.3847,0.1777,0.1802,-0.0077,2880.0
Anomalia,0.0104,0.1272,0.3492,-0.2595,0.1277,0.2395,-0.5378,2400.0
Anomalia,0.0063,0.1087,0.2503,-0.2284,0.1089,0.0289,-0.8183,2640.0
Anomalia,0.023,0.115,0.2503,-0.2284,0.1173,-0.0734,-0.9523,2640.0
Anomalia,0.0255,0.1069,0.2503,-0.2284,0.1099,-0.1272,-0.5402,2640.0
Anomalia,0.0102,0.0958,0.2263,-0.228,0.0964,-0.0222,-0.461,3120.0
Anomalia,0.0039,0.0982,0.2263,-0.228,0.0983,0.1042,-0.6427,2640.0
Anomalia,-0.0014,0.1177,0.2785,-0.2941,0.1177,-0.1117,-0.1264,2880.0
Anomalia,0.0027,0.1697,0.4834,-0.325,0.1697,0.3943,-0.1751,2880.0
Anomalia,0.0256,0.1764,0.4834,-0.325,0.1783,0.1644,-0.4956,2640.0
Anomalia,0.0243,0.1737,0.4834,-0.325,0.1754,0.2059,-0.3595,2640.0
Anomalia,0.0205,0.1602,0.4834,-0.325,0.1615,0.4125,0.0766,2640.0
Anomalia,0.009,0.1097,0.3384,-0.2105,0.1101,0.3375,-0.0244,2400.0
Anomalia,-0.0041,0.1501,0.4128,-0.3982,0.1502,-0.1402,0.5032,2880.0
Anomalia,0.0098,0.2187,0.5443,-0.4596,0.2189,0.1569,-0.2195,2880.0
Anomalia,0.0147,0.2344,0.5443,-0.4596,0.2349,0.111,-0.6455,2880.0
Anomalia,0.0203,0.2448,0.5443,-0.4596,0.2456,0.035,-0.9338,2880.0
Anomalia,0.0219,0.2129,0.5443,-0.4596,0.214,0.1857,-0.2343,2880.0
Anomalia,0.0122,0.1719,0.4241,-0.3327,0.1724,0.1321,-0.6562,2880.0
Anomalia,0.0091,0.1444,0.3793,-0.3094,0.1447,0.1292,-0.1572,2880.0
Anomalia,0.0059,0.126,0.3793,-0.3094,0.1261,0.239,0.5505,2880.0
Anomalia,0.0156,0.1268,0.3793,-0.3094,0.1277,0.0986,0.3648,2880.0
Anomalia,0.0152,0.1012,0.2182,-0.2445,0.1023,-0.2577,-0.5106,2880.0
Anomalia,0.0175,0.1189,0.2912,-0.3352,0.1202,-0.2689,-0.4359,2880.0
Anomalia,0.0175,0.1714,0.4085,-0.3999,0.1723,-0.1997,-0.1683,2880.0
Anomalia,0.0169,0.1831,0.4085,-0.3999,0.1839,-0.1707,-0.625,2880.0
Anomalia,0.0108,0.1864,0.4085,-0.3999,0.1867,-0.0827,-0.7379,2640.0
Anomalia,0.0093,0.1925,0.4085,-0.3999,0.1927,-0.0517,-0.91,2640.0
Anomalia,0.0066,0.2349,0.6146,-0.5943,0.235,0.0295,-0.0128,2640.0
Anomalia,0.0051,0.277,0.6146,-0.5943,0.277,0.074,-0.7052,2640.0
Anomalia,0.0163,0.2789,0.6146,-0.5943,0.2794,-0.0426,-0.7386,2640.0
Anomalia,0.0112,0.273,0.6146,-0.5943,0.2732,-0.0022,-0.5851,2640.0
Anomalia,0.0161,0.2084,0.5468,-0.4754,0.209,-0.0494,-0.1581,2640.0
Anomalia,0.0152,0.1456,0.3065,-0.3822,0.1464,-0.2191,-0.6952,2880.0
Anomalia,0.0112,0.1407,0.3065,-0.3117,0.1411,-0.1268,-0.9352,2640.0
Anomalia,0.0116,0.129,0.3065,-0.3117,0.1296,0.0261,-0.5894,2640.0
Anomalia,0.0046,0.119,0.3065,-0.3117,0.1191,0.0646,-0.1235,2640.0
Anomalia,0.0039,0.1657,0.4961,-0.451,0.1658,0.1183,0.5421,2640.0
Anomalia,0.0113,0.1855,0.4961,-0.451,0.1859,0.1734,-0.038,2640.0
Anomalia,0.018,0.192,0.4961,-0.451,0.1928,0.0573,-0.3476,2640.0
Anomalia,0.0174,0.1902,0.4961,-0.451,0.191,0.0749,-0.2675,2880.0
Anomalia,0.0182,0.1411,0.3876,-0.3221,0.1423,0.2591,0.0554,2880.0
Anomalia,0.0023,0.1049,0.2658,-0.1984,0.1049,0.2614,-0.4861,2880.0
Anomalia,0.0101,0.134,0.4625,-0.3688,0.1344,0.4818,1.1869,2400.0
Anomalia,0.0167,0.1616,0.4625,-0.3688,0.1624,0.2157,-0.197,2640.0
Anomalia,0.0067,0.1923,0.4625,-0.3688,0.1924,0.1651,-0.8053,2640.0
Anomalia,0.0163,0.2242,0.4625,-0.3711,0.2248,-0.0076,-1.1778,2640.0
Anomalia,0.0071,0.2235,0.3866,-0.3711,0.2237,-0.0129,-1.3099,2640.0
Anomalia,0.0083,0.219,0.3866,-0.3711,0.2191,-0.0197,-1.2495,2640.0
Anomalia,0.0192,0.199,0.3866,-0.3711,0.2,-0.1105,-1.02,2880.0
Anomalia,0.0214,0.171,0.3672,-0.3336,0.1724,-0.0573,-1.0538,2880.0
Anomalia,0.0219,0.1593,0.3319,-0.2921,0.1608,0.0011,-1.1814,2880.0
Anomalia,0.0161,0.14,0.3319,-0.2921,0.1409,0.0464,-0.894,2880.0
Anomalia,0.0096,0.1442,0.3319,-0.2921,0.1446,0.0757,-0.9258,2880.0
Anomalia,0.009,0.1688,0.4037,-0.333,0.169,0.1215,-0.6926,2880.0
Anomalia,0.0084,0.1859,0.4037,-0.3538,0.1861,0.0976,-0.8085,2880.0
Anomalia,0.01,0.2371,0.499,-0.4258,0.2373,0.0979,-1.1032,2880.0
Anomalia,0.0182,0.242,0.499,-0.4258,0.2427,0.0544,-1.1843,2880.0
Anomalia,0.0106,0.2356,0.499,-0.4258,0.2358,0.0466,-1.1142,2640.0
Anomalia,0.0112,0.2188,0.499,-0.4258,0.2191,0.0666,-0.854,2640.0
Anomalia,0.0116,0.1619,0.3953,-0.3561,0.1623,0.002,-0.7608,2640.0
Anomalia,0.0045,0.1447,0.3054,-0.3561,0.1447,-0.0536,-0.4924,2640.0
Anomalia,0.0178,0.1085,0.2457,-0.2224,0.11,0.107,-0.762,3120.0
Anomalia,0.0213,0.1122,0.3375,-0.3227,0.1142,0.1223,-0.0473,3120.0
Anomalia,0.026,0.1952,0.5119,-0.4809,0.197,-0.0258,0.4232,2880.0
Anomalia,0.0211,0.2175,0.5119,-0.4809,0.2185,-0.0306,-0.3081,2880.0
Anomalia,0.0095,0.2169,0.5119,-0.4809,0.2171,0.1051,-0.2772,2880.0
Anomalia,0.0042,0.2075,0.5119,-0.4809,0.2075,0.1764,0.1037,2880.0
Anomalia,0.004,0.1563,0.383,-0.3947,0.1563,0.1708,-0.2775,2880.0
Anomalia,0.0131,0.1217,0.2933,-0.2445,0.1224,0.2131,-0.4816,2400.0
Anomalia,0.0265,0.1377,0.3674,-0.2445,0.1403,0.2492,-0.6355,2640.0
Anomalia,0.013,0.1569,0.3674,-0.2791,0.1575,0.0703,-0.9111,2640.0
Anomalia,0.0033,0.1682,0.4318,-0.3231,0.1682,0.1268,-0.576,2640.0
Anomalia,0.0153,0.1944,0.4318,-0.3231,0.195,0.1304,-1.0108,2640.0
Anomalia,-0.002,0.2001,0.4318,-0.3231,0.2002,0.1827,-1.1609,2640.0
Anomalia,0.0227,0.1971,0.4318,-0.3231,0.1984,0.0633,-1.1104,2640.0
Anomalia,0.0229,0.1789,0.3903,-0.2858,0.1804,0.0531,-1.0765,2640.0
Anomalia,0.0105,0.1583,0.3501,-0.2697,0.1586,-0.0087,-1.0833,2640.0
Anomalia,0.0177,0.1729,0.5069,-0.4875,0.1738,0.2059,-0.1062,2880.0
Anomalia,0.0087,0.2114,0.5147,-0.494,0.2116,0.0715,-0.308,2880.0
Anomalia,0.0159,0.2254,0.5147,-0.494,0.226,0.0179,-0.677,2880.0
Anomalia,0.0204,0.2312,0.5147,-0.494,0.2321,0.0019,-0.7901,2880.0
Anomalia,0.015,0.2318,0.5147,-0.494,0.2323,-0.0684,-1.0133,2880.0
Anomalia,0.0194,0.2115,0.392,-0.3778,0.2124,-0.0216,-1.1943,2880.0
Anomalia,0.014,0.2222,0.4131,-0.4656,0.2226,-0.0871,-1.0504,2880.0
Anomalia,0.002,0.2092,0.4131,-0.4656,0.2092,0.0049,-0.7795,2880.0
Anomalia,0.0135,0.1825,0.4131,-0.4656,0.183,-0.1168,-0.2034,2880.0
Anomalia,0.0095,0.1576,0.4131,-0.4656,0.1579,-0.26,0.524,2640.0
Anomalia,0.0147,0.1264,0.3818,-0.2316,0.1272,0.2775,-0.3487,2640.0
Anomalia,0.0278,0.139,0.3818,-0.2739,0.1417,0.0834,-0.5182,2640.0
Anomalia,0.0119,0.1304,0.3818,-0.2739,0.1309,0.4291,0.0904,2640.0
Anomalia,0.0123,0.1287,0.3818,-0.2739,0.1292,0.4372,0.141,2880.0
Anomalia,0.0035,0.1509,0.367,-0.4694,0.1509,-0.2132,0.659,2880.0
Anomalia,0.0067,0.1659,0.3757,-0.4694,0.1661,-0.1814,0.2689,2640.0
Anomalia,0.0202,0.1858,0.3757,-0.4694,0.1869,-0.2246,-0.5003,2640.0
Anomalia,0.0165,0.1911,0.3757,-0.4694,0.1918,-0.216,-0.6621,2880.0
Anomalia,0.0203,0.1726,0.3757,-0.3909,0.1738,-0.1252,-0.8068,2880.0
Anomalia,0.0149,0.1769,0.3622,-0.3284,0.1775,-0.0193,-1.0902,2880.0
Anomalia,0.0035,0.1779,0.3478,-0.3284,0.1779,-0.0476,-1.1778,2640.0
Anomalia,0.0156,0.1713,0.3478,-0.3284,0.172,-0.1333,-1.0161,2640.0
Anomalia,0.0203,0.1608,0.3478,-0.3284,0.162,-0.0749,-0.8828,2880.0
Anomalia,0.0059,0.1496,0.2893,-0.3315,0.1498,-0.1668,-0.8423,2880.0
Anomalia,0.0158,0.153,0.2893,-0.3315,0.1538,-0.1563,-0.8099,2640.0
Anomalia,0.0109,0.1782,0.3807,-0.3421,0.1786,-0.0456,-1.0479,2640.0
Anomalia,0.005,0.1898,0.3807,-0.3421,0.1898,-0.0542,-1.1731,2640.0
Anomalia,0.0258,0.1796,0.3807,-0.3421,0.1815,-0.207,-1.0037,2640.0
Anomalia,0.0197,0.1716,0.3807,-0.3421,0.1728,-0.1859,-0.9067,2400.0
Anomalia,0.0107,0.1431,0.2825,-0.3411,0.1435,-0.2123,-0.6538,2400.0
Anomalia,0.0165,0.1155,0.2747,-0.2633,0.1167,-0.1356,-0.3254,2640.0
Anomalia,-0.0039,0.1071,0.2747,-0.2633,0.1071,-0.2531,-0.1355,2640.0
Anomalia,0.0149,0.1043,0.2854,-0.2345,0.1053,0.26,0.2431,2880.0
Anomalia,0.017,0.1071,0.2854,-0.2345,0.1085,0.2806,-0.0859,2640.0
Anomalia,0.0144,0.1072,0.2854,-0.2345,0.1081,0.3319,-0.0813,2640.0
Anomalia,0.0274,0.1012,0.2854,-0.1519,0.1048,0.3783,-0.3211,2640.0
Anomalia,0.0098,0.0988,0.2341,-0.2637,0.0993,-0.3683,-0.2631,2640.0
Anomalia,0.0145,0.0959,0.2341,-0.2637,0.097,-0.4138,0.0739,960.0
Anomalia,0.018,0.1064,0.2341,-0.2637,0.1079,-0.3342,-0.4534,2880.0
Anomalia,0.0104,0.1432,0.335,-0.3419,0.1436,-0.168,-0.3684,2880.0
Anomalia,0.0106,0.1669,0.3513,-0.3419,0.1672,-0.0253,-0.652,2880.0
Anomalia,0.0123,0.1806,0.3907,-0.3419,0.1811,0.1046,-0.8852,2880.0
Anomalia,0.0045,0.1884,0.3907,-0.3419,0.1884,0.1393,-1.0369,2880.0
Anomalia,0.0173,0.1739,0.3907,-0.3096,0.1748,0.0715,-0.9097,2880.0
Anomalia,0.0162,0.1844,0.3916,-0.4139,0.1852,-0.0833,-0.7464,2880.0
Anomalia,0.0235,0.189,0.3916,-0.4139,0.1905,-0.2049,-0.8508,2640.0
Anomalia,0.0253,0.1798,0.3916,-0.4139,0.1816,-0.2169,-0.5703,2640.0
Anomalia,0.0161,0.1906,0.3916,-0.4139,0.1913,-0.1347,-0.8444,2400.0
Anomalia,0.0184,0.1841,0.3745,-0.3344,0.185,-0.0128,-0.9697,2400.0
Anomalia,0.0041,0.1817,0.3745,-0.3344,0.1817,0.0399,-0.949,2640.0
Anomalia,0.0135,0.2065,0.3745,-0.3344,0.207,-0.0068,-1.3289,2640.0
Anomalia,0.0277,0.1975,0.3745,-0.3344,0.1995,-0.1231,-1.2323,2640.0
Anomalia,0.0218,0.1741,0.3271,-0.3192,0.1754,-0.0886,-1.0333,2640.0
Anomalia,0.0237,0.1578,0.3263,-0.3161,0.1596,-0.1133,-0.7167,2640.0
Anomalia,0.0097,0.1538,0.2712,-0.3482,0.1541,-0.2822,-0.7106,2880.0
Anomalia,-0.0036,0.1642,0.345,-0.3482,0.1642,-0.0827,-0.8422,2640.0
Anomalia,0.0091,0.1647,0.345,-0.3482,0.1649,-0.1928,-0.8611,2640.0
Anomalia,0.0214,0.172,0.345,-0.3482,0.1733,-0.2346,-1.0451,2640.0
Anomalia,0.0235,0.1497,0.345,-0.2866,0.1515,-0.0819,-0.9481,2880.0
Anomalia,0.0259,0.1272,0.2825,-0.2353,0.1298,-0.0546,-0.9766,2880.0
Anomalia,0.0116,0.117,0.2825,-0.218,0.1176,0.1759,-0.8151,2880.0
Anomalia,0.0017,0.1616,0.5754,-0.4446,0.1616,0.3628,1.437,2880.0
Anomalia,0.01,0.1942,0.5754,-0.4446,0.1945,0.273,0.1442,2880.0
Anomalia,0.0138,0.2078,0.5754,-0.4446,0.2082,0.2328,-0.3623,2880.0
Anomalia,0.024,0.2452,0.5754,-0.4446,0.2464,0.0768,-0.9798,2880.0
Anomalia,0.0215,0.2195,0.5055,-0.4387,0.2206,0.082,-0.9259,2880.0
Anomalia,0.0149,0.198,0.4892,-0.4387,0.1986,0.0118,-0.5248,2880.0
Anomalia,0.0131,0.1981,0.4892,-0.4387,0.1986,0.0126,-0.4815,2640.0
Anomalia,0.0116,0.1888,0.3822,-0.3987,0.1892,-0.0627,-0.8325,2640.0
Anomalia,0.0166,0.1912,0.3822,-0.3987,0.192,-0.083,-0.856,2640.0
Anomalia,0.0168,0.1851,0.3822,-0.3561,0.1858,0.0573,-0.9097,2880.0
Anomalia,0.0162,0.1639,0.3822,-0.3561,0.1647,0.0217,-0.4593,2880.0
Anomalia,0.0088,0.1722,0.4356,-0.5472,0.1724,-0.3416,0.5517,2880.0
Anomalia,0.012,0.1649,0.4356,-0.5472,0.1653,-0.4346,1.129,2880.0
Anomalia,0.0121,0.1558,0.4356,-0.5472,0.1562,-0.4849,2.0029,2880.0
Anomalia,0.015,0.1601,0.4356,-0.5472,0.1608,-0.4571,1.5865,2880.0
Anomalia,0.0228,0.1057,0.3434,-0.2412,0.1082,0.2327,0.0366,2400.0
Anomalia,0.0182,0.1071,0.3352,-0.2478,0.1087,0.0578,-0.4329,2640.0
Anomalia,0.0217,0.147,0.3569,-0.3117,0.1486,-0.0806,-0.6317,2640.0
Anomalia,0.0067,0.1634,0.3569,-0.3743,0.1635,-0.1358,-0.7779,2640.0
Anomalia,0.0104,0.1769,0.3766,-0.3743,0.1772,-0.0496,-0.8581,2640.0
Anomalia,0.0114,0.1881,0.3766,-0.3743,0.1885,0.0099,-1.0544,2880.0
Anomalia,0.0193,0.1616,0.3766,-0.3743,0.1627,-0.13,-0.5032,2880.0
Anomalia,0.0254,0.1427,0.3766,-0.3079,0.1449,0.0635,-0.2451,2640.0
Anomalia,0.015,0.1306,0.3425,-0.2891,0.1314,0.0955,-0.4348,3120.0
Anomalia,0.0124,0.1172,0.257,-0.2232,0.1179,-0.0576,-0.857,2880.0
Anomalia,0.0067,0.1235,0.257,-0.2232,0.1237,0.0941,-1.0032,2640.0
Anomalia,0.0129,0.1214,0.257,-0.2232,0.1221,0.1402,-0.8821,2640.0
Anomalia,0.0175,0.1083,0.2495,-0.2226,0.1097,0.0686,-0.6347,2880.0
Anomalia,0.0193,0.0974,0.2424,-0.2455,0.0993,-0.082,-0.3193,2880.0
Anomalia,0.0076,0.0896,0.2326,-0.2455,0.0899,-0.1045,0.0236,2640.0
Anomalia,0.0102,0.1145,0.3649,-0.3048,0.1149,0.1195,0.7226,2640.0
Anomalia,0.0069,0.1699,0.3909,-0.392,0.17,0.0263,-0.0321,2640.0
Anomalia,0.0183,0.1845,0.4202,-0.392,0.1854,0.0878,-0.3888,2640.0
Anomalia,0.021,0.19,0.4202,-0.392,0.1912,0.0119,-0.5801,2640.0
Anomalia,0.0067,0.2159,0.4202,-0.4723,0.216,-0.0674,-0.8285,2880.0
Anomalia,0.018,0.1951,0.4202,-0.4723,0.1959,-0.0809,-0.4982,2640.0
Anomalia,0.0037,0.191,0.4064,-0.4723,0.1911,-0.0565,-0.5654,2640.0
Anomalia,0.0166,0.1878,0.4064,-0.4723,0.1885,-0.1887,-0.4431,2640.0
Anomalia,0.0271,0.1395,0.4064,-0.2971,0.1421,0.1844,-0.1078,2640.0
Anomalia,0.0196,0.114,0.3075,-0.2785,0.1156,-0.0063,-0.3387,2640.0
Anomalia,0.0186,0.0902,0.2172,-0.185,0.0921,0.2365,-0.5587,2640.0
Anomalia,0.0084,0.099,0.2145,-0.2881,0.0993,-0.2192,-0.0468,2640.0
Anomalia,0.009,0.104,0.2314,-0.2881,0.1044,-0.2826,-0.2533,3360.0
Anomalia,0.0072,0.1055,0.2314,-0.2881,0.1058,-0.1335,-0.3302,3120.0
Anomalia,0.0148,0.1092,0.2314,-0.2881,0.1102,-0.2425,-0.4796,2880.0
Anomalia,0.0163,0.1083,0.2314,-0.2284,0.1095,-0.1132,-0.8061,2640.0
Anomalia,0.0133,0.1176,0.2503,-0.2284,0.1184,-0.0577,-1.0208,2640.0
Anomalia,0.0108,0.1468,0.3206,-0.3309,0.1472,-0.2104,-0.7806,2880.0
Anomalia,0.0119,0.1474,0.3206,-0.3309,0.1479,-0.2194,-0.8062,2880.0
Anomalia,0.0179,0.1421,0.3206,-0.3309,0.1432,-0.2772,-0.5647,2880.0
Anomalia,0.0162,0.1419,0.3206,-0.3309,0.1428,-0.3023,-0.472,2880.0
Anomalia,0.019,0.1352,0.2747,-0.3198,0.1365,-0.2908,-0.5127,2400.0
Anomalia,0.0201,0.2147,0.5497,-0.6302,0.2156,-0.2119,0.4371,2640.0
Anomalia,0.0131,0.2524,0.5497,-0.6302,0.2527,-0.2204,-0.5031,2640.0
Anomalia,0.0139,0.2513,0.5497,-0.6302,0.2517,-0.2227,-0.4697,2640.0
Anomalia,0.0194,0.2529,0.5497,-0.6302,0.2536,-0.2075,-0.4636,2640.0
Anomalia,0.0155,0.2068,0.4439,-0.5034,0.2073,-0.1801,-0.5795,2640.0
Anomalia,0.0165,0.1692,0.3985,-0.3198,0.17,0.1364,-0.9386,2640.0
Anomalia,0.0127,0.1617,0.3985,-0.3198,0.1622,0.2079,-0.6785,2640.0
Anomalia,0.004,0.1519,0.33,-0.3198,0.152,0.047,-0.8389,2880.0
Anomalia,-0.005,0.1829,0.475,-0.5096,0.183,0.0035,0.0031,2880.0
Anomalia,0.0119,0.2378,0.5847,-0.5096,0.2381,0.1653,-0.3331,2640.0
Anomalia,0.021,0.2418,0.5847,-0.5096,0.2427,0.0641,-0.4901,2640.0
Anomalia,0.0222,0.2489,0.5847,-0.5096,0.2499,0.0485,-0.672,2880.0
Anomalia,0.0253,0.2458,0.5847,-0.4823,0.2471,0.0595,-0.7685,2880.0
Anomalia,0.011,0.1968,0.4437,-0.4345,0.1971,-0.0868,-0.8338,2640.0
Anomalia,-0.0015,0.1997,0.4437,-0.4345,0.1997,0.0141,-0.9329,2640.0
Anomalia,0.0154,0.2191,0.5526,-0.4345,0.2197,0.1379,-0.8017,2640.0
Anomalia,0.0219,0.2028,0.5526,-0.4037,0.204,0.191,-0.5511,2640.0
Anomalia,0.0194,0.212,0.5526,-0.4037,0.2129,0.2613,-0.5184,2880.0
Anomalia,0.0291,0.2634,0.5526,-0.5512,0.265,0.0404,-0.8752,2880.0
Anomalia,0.0101,0.2765,0.5409,-0.6607,0.2767,-0.054,-0.6499,2880.0
Anomalia,0.0061,0.2684,0.5409,-0.6607,0.2685,-0.0194,-0.5246,2640.0
Anomalia,0.0109,0.2526,0.5409,-0.6607,0.2528,-0.1076,-0.1242,2640.0
Anomalia,0.0093,0.1885,0.5409,-0.6607,0.1887,-0.2856,1.911,2640.0
Anomalia,0.02,0.1132,0.3148,-0.2382,0.1149,0.2263,-0.3041,2880.0
Anomalia,0.0172,0.1043,0.237,-0.2113,0.1057,-0.0473,-0.833,3120.0
Anomalia,0.0132,0.1236,0.2633,-0.2764,0.1243,-0.1311,-0.7896,3120.0
Anomalia,0.0197,0.1426,0.2969,-0.2764,0.144,-0.0472,-1.0928,2880.0
Anomalia,0.0129,0.1909,0.3832,-0.3876,0.1913,-0.0893,-0.9678,2880.0
Anomalia,0.0164,0.2119,0.4108,-0.3876,0.2125,-0.0504,-1.1531,2640.0
Anomalia,0.0209,0.2099,0.4108,-0.3876,0.2109,-0.0531,-1.1173,2640.0
Anomalia,0.0143,0.1967,0.4108,-0.3876,0.1972,-0.0206,-0.7504,2640.0
Anomalia,0.0139,0.1525,0.4108,-0.3486,0.1531,0.2271,-0.2227,2640.0
Anomalia,0.0061,0.1362,0.305,-0.3409,0.1363,-0.0232,-0.4583,2880.0
Anomalia,0.0071,0.1558,0.3901,-0.3409,0.156,-0.0292,-0.2945,2640.0
Anomalia,0.0131,0.1715,0.3901,-0.3409,0.172,0.0288,-0.7084,2640.0
Anomalia,0.0183,0.1795,0.3901,-0.3409,0.1804,-0.0526,-0.9746,2400.0
Anomalia,0.0267,0.2188,0.523,-0.5126,0.2204,-0.0324,-0.5558,2400.0
Anomalia,0.0141,0.2515,0.5672,-0.5126,0.2519,-0.0009,-0.6484,2640.0
Anomalia,0.0036,0.2552,0.5672,-0.5126,0.2552,0.0768,-0.7624,2640.0
Anomalia,0.0065,0.2542,0.5672,-0.5126,0.2542,0.0263,-0.7238,2640.0
Anomalia,0.0016,0.2239,0.5672,-0.4838,0.2239,-0.0166,-0.5311,2880.0
Anomalia,0.0162,0.1775,0.3655,-0.3843,0.1782,-0.1129,-0.9205,2880.0
Anomalia,0.028,0.1656,0.3655,-0.3843,0.1679,-0.2916,-0.5325,2880.0
Anomalia,0.0053,0.1829,0.3655,-0.3843,0.183,-0.1519,-0.8788,2880.0
Anomalia,0.0101,0.18,0.3359,-0.3705,0.1803,-0.1501,-1.024,2880.0
Anomalia,0.0109,0.1673,0.3229,-0.3705,0.1676,-0.2269,-0.8468,2640.0
Anomalia,-0.0002,0.1893,0.4166,-0.3757,0.1893,0.0128,-0.9396,2880.0
Anomalia,0.0238,0.196,0.4166,-0.3757,0.1975,0.01,-0.9996,2880.0
Anomalia,0.0185,0.1932,0.4166,-0.3757,0.194,0.0505,-0.9239,2880.0
Anomalia,0.008,0.1977,0.4166,-0.3757,0.1979,0.1162,-1.0474,2880.0
Anomalia,0.0172,0.1992,0.3874,-0.349,0.1999,0.0848,-1.1432,2880.0
Anomalia,0.0087,0.2018,0.3874,-0.3795,0.202,0.0256,-1.0917,2880.0
Anomalia,0.0207,0.1975,0.3874,-0.3795,0.1985,-0.0415,-0.9774,2880.0
Anomalia,0.0256,0.19,0.3874,-0.3795,0.1917,-0.055,-0.7676,2640.0
Anomalia,0.0124,0.1554,0.3571,-0.3795,0.1559,0.002,0.0364,2640.0
Anomalia,0.0119,0.1151,0.3571,-0.2658,0.1157,0.3106,0.2003,2640.0
Anomalia,0.0062,0.0981,0.2359,-0.2658,0.0983,0.2031,-0.0816,2640.0
Anomalia,0.0073,0.0988,0.2359,-0.2658,0.0991,0.1314,-0.2041,2640.0
Anomalia,0.0174,0.1183,0.3025,-0.2933,0.1196,-0.1195,-0.3194,3360.0
Anomalia,0.022,0.1366,0.3025,-0.2933,0.1384,-0.0794,-0.7544,2640.0
Anomalia,0.0164,0.1415,0.3025,-0.3284,0.1425,-0.252,-0.5818,2640.0
Anomalia,0.0186,0.1499,0.3025,-0.3365,0.151,-0.2882,-0.6441,2400.0
Anomalia,0.0105,0.1732,0.3192,-0.3991,0.1735,-0.2525,-0.8314,2400.0
Anomalia,0.0062,0.1859,0.3957,-0.3991,0.186,-0.0845,-0.8181,2400.0
Anomalia,0.012,0.2098,0.3957,-0.3991,0.2101,-0.0276,-1.1577,2640.0
Anomalia,0.0146,0.2133,0.3957,-0.3991,0.2138,-0.0215,-1.2364,2640.0
Anomalia,0.019,0.1845,0.3957,-0.3747,0.1855,0.0633,-0.7697,2640.0
Anomalia,0.0137,0.1671,0.3845,-0.3747,0.1676,-0.0215,-0.636,2880.0
Anomalia,0.0121,0.1618,0.3924,-0.3843,0.1623,0.0181,-0.4644,2880.0
Anomalia,0.0125,0.1612,0.3924,-0.3843,0.1617,-0.0518,-0.4172,2640.0
Anomalia,0.0057,0.1668,0.3924,-0.3843,0.1669,0.0294,-0.6631,2640.0
Anomalia,0.0213,0.1648,0.3924,-0.3843,0.1662,0.0196,-0.6147,2640.0
Anomalia,0.0143,0.1441,0.3002,-0.3659,0.1449,0.1173,-0.8997,2640.0
Anomalia,0.0027,0.1503,0.3094,-0.3054,0.1504,0.1899,-0.9261,2880.0
Anomalia,0.0182,0.1844,0.4825,-0.4141,0.1853,0.1317,-0.7372,2880.0
Anomalia,0.0068,0.2182,0.4825,-0.4364,0.2183,0.0501,-0.8974,2880.0
Anomalia,0.0232,0.2223,0.4825,-0.4364,0.2235,-0.1049,-0.9797,2880.0
Anomalia,0.0312,0.212,0.4825,-0.4364,0.2143,-0.1683,-0.7379,2880.0
Anomalia,0.0154,0.1906,0.4168,-0.4364,0.1913,-0.1532,-0.6632,2880.0
Anomalia,0.0161,0.1353,0.3071,-0.2652,0.1363,0.0542,-0.8334,2880.0
Anomalia,0.0006,0.1158,0.2193,-0.2652,0.1158,-0.0667,-0.8438,2880.0
Anomalia,-0.0003,0.1693,0.5092,-0.4045,0.1693,0.2409,0.5766,2640.0
Anomalia,0.0248,0.1998,0.5257,-0.4045,0.2014,0.3426,0.0332,2640.0
Anomalia,0.0206,0.2249,0.5257,-0.4045,0.2259,0.2049,-0.7469,2640.0
Anomalia,0.0205,0.2232,0.5257,-0.4045,0.2241,0.2268,-0.6862,2640.0
Anomalia,0.0177,0.1849,0.5257,-0.3382,0.1857,0.3717,-0.1627,2640.0
